ReserveStatus,Male,Price,CouponDiscount,Domestic,VIPStatus,TripReason,Vehicle,Cancel,LeadTime,IsWeekend,DiscountRatio,BookingMonth,DepartureMonth,BookingWeekday,DepartureWeekday,DepartureHour,BookingHour,FromFreq,ToFreq
2,0,44.95,0.0,1,Unknown,Int,Train,0,1497001.067,0,0.0,7,8,6,2,20,12,14641,1327
3,0,26.96,0.0,1,True,Work,Bus,0,19748.543,0,0.0,6,6,3,3,23,18,4860,2671
3,1,46.62,0.0,1,True,Work,Bus,0,49516.237,0,0.0,10,10,1,2,13,23,320,340
2,0,53.73,0.0,1,Unknown,Int,Train,0,1271207.54,1,0.0,2,2,4,5,15,22,5293,3607
2,0,22.22,0.24,1,Unknown,Int,Train,0,86838.813,0,0.010801080108010801,9,9,6,0,1,1,14641,6142
2,0,43.86,0.0,1,Unknown,Int,Train,0,543401.777,0,0.0,8,9,5,4,23,16,5293,15161
3,1,44.59,0.0,1,True,Int,Bus,0,532641.173,0,0.0,8,9,4,3,19,15,149,3607
2,1,38.06,0.0,1,Unknown,Work,Train,0,103735.687,0,0.0,7,7,2,3,16,11,4860,15161
5,1,32.23,0.0,1,True,Work,Bus,1,291164.39,0,0.0,9,9,1,4,18,9,4860,162
2,0,33.22,0.0,1,Unknown,Int,Train,0,642193.453,0,0.0,7,8,3,3,23,13,5293,15161
3,0,24.73,0.0,1,True,Work,Bus,0,7746.83,1,0.0,7,7,5,5,10,7,14641,11
3,0,39.73,0.0,1,False,Work,Bus,0,45447.243,0,0.0,6,6,2,2,14,1,14641,100
3,1,34.56,0.0,1,True,Int,Bus,0,10623.06,0,0.0,4,4,4,4,22,19,4860,103
2,0,36.64,0.0,1,Unknown,Int,Train,0,3999106.377,0,0.0,7,8,5,2,18,12,14641,1311
2,0,43.04,0.0,1,Unknown,Work,Train,0,336626.893,1,0.0,11,11,2,6,16,19,14641,181
3,1,20.78,0.0,1,True,Work,Bus,0,99454.377,0,0.0,4,4,1,2,23,20,4860,2671
4,1,41.15,0.0,1,Unknown,Work,Train,1,709318.333,0,0.0,4,5,0,1,15,10,14641,1311
2,0,25.18,0.0,1,Unknown,Int,Train,0,2330528.953,0,0.0,3,3,4,3,13,14,5293,15161
2,1,33.08,0.0,1,Unknown,Int,Train,0,1830897.383,1,0.0,2,3,6,6,22,17,14641,6142
2,1,47.73,0.0,1,Unknown,Int,Train,0,1659828.647,0,0.0,2,3,6,4,23,18,14641,6142
3,1,22.3,0.0,1,True,Int,Bus,0,52371.01,1,0.0,7,7,4,5,8,17,4860,110
3,1,27.36,0.0,1,True,Work,Bus,0,374801.187,0,0.0,7,7,3,0,23,14,545,3607
3,1,27.16,0.0,1,True,Int,Bus,0,13476.14,0,0.0,5,5,6,0,0,20,1021,3607
3,1,24.73,0.0,1,True,Work,Bus,0,31499.04,1,0.0,8,8,5,5,9,0,14641,3607
2,1,44.38,0.0,1,Unknown,Work,Train,0,431133.977,1,0.0,10,10,0,5,14,14,14641,1510
2,1,56.73,0.0,1,Unknown,Int,Train,0,1797124.307,1,0.0,5,6,5,5,17,22,883,15161
2,1,31.71,0.0,1,Unknown,Int,Train,0,11328.127,1,0.0,2,2,5,5,14,11,5293,15161
2,0,49.81,0.0,1,Unknown,Work,Train,0,231996.703,0,0.0,6,6,6,2,12,20,427,15161
2,1,49.81,0.0,1,Unknown,Work,Train,0,612726.617,0,0.0,8,9,3,3,13,11,427,15161
2,0,52.73,0.0,1,Unknown,Int,Train,0,290638.507,1,0.0,9,10,3,6,23,14,5293,15161
5,1,36.69,0.0,1,True,Work,Bus,1,513662.887,0,0.0,10,10,5,4,22,23,14641,1510
2,0,38.46,0.0,1,Unknown,Work,Train,0,202145.49,1,0.0,9,10,3,5,18,10,14641,1327
3,1,26.76,0.0,1,True,Work,Bus,0,92225.93,0,0.0,10,10,0,1,14,13,3394,3607
2,1,24.04,0.0,1,Unknown,Int,Train,0,115206.157,1,0.0,10,10,4,5,23,15,1759,15161
5,1,26.35,0.0,1,True,Work,Bus,1,455294.67,0,0.0,7,7,6,4,23,17,3394,523
3,1,33.24,0.0,1,True,Work,Bus,0,337504.053,0,0.0,8,8,6,3,20,22,1072,521
3,0,34.46,0.0,1,True,Work,Bus,0,524089.01,1,0.0,4,5,0,6,20,18,213,629
3,1,24.73,0.0,1,True,Int,Bus,0,349788.02,0,0.0,6,7,0,4,17,15,70,15161
2,0,50.26,0.0,1,Unknown,Work,Train,0,73389.407,0,0.0,10,10,2,3,15,18,14641,1311
5,1,24.73,0.0,1,True,Work,Bus,1,224256.447,0,0.0,9,9,4,0,0,10,4860,15161
3,0,24.73,0.0,1,True,Work,Bus,0,70980.033,0,0.0,7,7,0,1,13,17,14641,3607
3,0,45.61,0.0,1,True,Work,Bus,0,80274.823,0,0.0,7,7,1,2,17,18,168,15161
2,1,49.81,0.0,1,Unknown,Int,Train,0,274385.637,1,0.0,9,9,2,5,13,9,427,15161
3,1,38.92,0.0,1,True,Work,Bus,0,83787.997,0,0.0,8,8,2,3,14,14,222,15161
3,1,24.73,0.0,1,True,Work,Bus,0,121782.687,0,0.0,8,8,5,0,1,15,14641,3607
3,1,22.91,0.0,1,True,Work,Bus,0,51398.847,0,0.0,4,4,6,0,0,10,14641,330
3,1,51.49,0.0,1,True,Work,Bus,0,425482.7,0,0.0,9,9,5,3,18,20,1399,15161
3,0,24.73,0.0,1,True,Work,Bus,0,70629.927,0,0.0,6,6,0,1,16,20,1021,521
2,1,30.87,0.0,1,Unknown,Int,Train,0,1367953.417,0,0.0,4,5,2,4,18,22,545,6142
3,1,21.89,0.0,1,True,Work,Bus,0,149864.413,1,0.0,5,5,3,5,7,13,14641,100
2,0,23.48,0.0,1,Unknown,Int,Train,0,173183.647,1,0.0,7,7,4,6,20,20,1759,15161
3,0,37.7,0.0,1,True,Work,Bus,0,76654.677,0,0.0,4,4,3,4,21,23,4860,1327
2,0,23.48,0.0,1,Unknown,Int,Train,0,296142.987,0,0.0,9,9,1,4,21,11,14641,1510
3,0,31.01,0.0,1,True,Work,Bus,0,28382.52,1,0.0,4,4,5,5,23,15,32,15161
3,1,22.3,0.0,1,True,Work,Bus,0,34342.78,0,0.0,2,2,0,0,23,14,469,15161
5,1,38.92,0.0,1,True,Work,Bus,1,206275.153,1,0.0,9,10,3,5,20,10,14641,20
3,1,46.62,0.0,1,True,Work,Bus,0,165141.93,1,0.0,10,10,3,5,17,19,63,523
5,1,42.16,0.0,1,True,Work,Bus,1,157875.84,0,0.0,7,7,1,3,17,21,2,15161
2,1,23.37,0.0,1,Unknown,Int,Train,0,1233829.887,0,0.0,10,10,4,4,14,7,312,6142
2,0,59.85,0.0,1,Unknown,Int,Train,0,199241.827,1,0.0,4,4,4,6,22,15,320,6142
2,0,30.98,0.0,1,Unknown,Work,Train,0,491633.49,0,0.0,10,10,6,4,17,1,78,15161
3,1,43.58,0.0,1,True,Work,Bus,0,94626.07,0,0.0,10,10,1,2,23,21,14641,334
3,0,27.16,0.0,1,True,Work,Bus,0,37727.383,0,0.0,9,9,4,4,23,13,10,3607
2,1,33.84,0.0,1,Unknown,Int,Train,0,4364.727,1,0.0,8,8,5,5,11,10,380,6142
2,1,23.48,0.0,1,Unknown,Work,Train,0,13150.957,0,0.0,7,7,0,0,20,17,1759,15161
3,1,21.89,0.0,1,True,Work,Bus,0,161986.313,0,0.0,8,8,2,4,9,12,14641,340
2,1,36.85,0.0,1,Unknown,Int,Train,0,1138950.07,0,0.0,3,4,3,2,17,13,5293,15161
3,1,28.38,0.12,1,True,Work,Bus,0,276216.157,0,0.004228329809725159,4,4,1,4,22,17,21,15161
2,1,22.22,0.0,1,Unknown,Int,Train,0,422009.02,0,0.0,9,9,4,1,22,0,5293,15161
2,1,24.86,0.0,1,Unknown,Work,Train,0,20403.56,1,0.0,10,10,5,5,16,10,77,15161
3,0,24.73,0.0,1,True,Int,Bus,0,66718.673,1,0.0,6,6,4,5,18,23,4860,15161
3,1,22.3,0.0,1,True,Work,Bus,0,19561.433,0,0.0,10,10,2,2,21,15,3394,25
2,0,23.48,0.0,1,Unknown,Int,Train,0,204568.783,1,0.0,7,7,4,6,21,13,14641,1510
3,1,21.89,0.0,1,True,Work,Bus,0,358980.033,0,0.0,8,8,5,2,17,13,883,15161
3,1,24.32,0.0,1,True,Work,Bus,0,86286.807,1,0.0,4,4,5,6,22,22,427,194
3,1,33.24,0.0,1,True,Work,Bus,0,100427.807,0,0.0,9,9,6,0,22,18,4860,47
3,1,24.73,0.0,1,True,Work,Bus,0,243938.08,0,0.0,10,10,6,2,14,18,14641,3607
2,1,34.4,0.0,1,Unknown,Int,Train,0,606219.247,0,0.0,4,4,2,2,15,14,1021,6142
3,1,29.8,0.0,1,True,Work,Bus,0,377265.317,1,0.0,11,11,1,5,22,13,469,15161
2,0,41.41,0.0,1,Unknown,Int,Train,0,122094.43,0,0.0,8,8,0,1,23,14,5293,15161
3,0,32.23,0.0,1,True,Work,Bus,0,107803.45,0,0.0,3,3,3,4,21,15,14641,60
3,0,24.73,0.0,1,True,Work,Bus,0,98518.077,1,0.0,4,4,4,5,20,16,14641,3607
3,1,29.8,0.0,1,True,Work,Bus,0,43089.717,1,0.0,7,7,5,6,11,23,14641,330
3,1,20.78,0.0,1,True,Work,Bus,0,20873.693,1,0.0,2,2,6,6,23,17,4860,2671
3,0,31.01,0.0,1,True,Work,Bus,0,104857.217,0,0.0,8,8,0,1,13,7,14641,52
3,1,26.35,0.0,1,True,Work,Bus,0,409150.783,0,0.0,7,8,5,3,7,13,149,15161
3,0,22.91,0.0,1,True,Work,Bus,0,358426.483,0,0.0,3,3,3,0,22,18,14641,75
2,0,50.26,0.0,1,Unknown,Int,Train,0,101570.153,0,0.0,11,11,1,2,15,11,14641,1311
2,0,51.9,0.0,1,Unknown,Int,Train,0,5191662.947,0,0.0,6,8,4,1,22,20,5293,15161
2,0,54.79,0.0,1,Unknown,Work,Train,0,145170.627,0,0.0,8,8,1,3,14,21,4860,998
2,1,56.97,0.0,1,Unknown,Int,Train,0,5140651.977,0,0.0,6,8,0,3,21,9,14641,6142
2,1,56.97,0.0,1,Unknown,Int,Train,0,2704574.67,0,0.0,7,8,5,1,21,13,5293,15161
5,0,39.63,0.0,1,True,Work,Bus,1,878496.763,0,0.0,9,10,3,0,1,20,312,15161
5,1,35.68,0.0,1,True,Work,Bus,1,193552.317,1,0.0,5,5,3,5,17,11,63,15161
3,1,52.5,0.0,1,True,Work,Bus,0,188953.79,0,0.0,11,11,2,4,16,12,4860,571
2,0,23.48,0.0,1,Unknown,Work,Train,0,533201.61,0,0.0,8,8,1,0,20,16,1759,15161
3,1,31.62,0.0,1,True,Work,Bus,0,134277.513,0,0.0,8,8,0,1,22,9,145,571
4,1,38.93,0.0,1,Unknown,Work,Train,1,457039.07,1,0.0,6,6,0,5,18,11,14641,1237
2,1,31.48,0.0,1,Unknown,Work,Train,0,30071.997,0,0.0,9,9,0,0,23,15,14641,6142
3,0,37.7,0.0,1,True,Work,Bus,0,323116.77,0,0.0,10,10,0,3,23,6,14641,90
3,0,24.73,0.0,1,True,Int,Bus,0,494120.893,0,0.0,10,10,5,4,10,16,14641,3607
2,0,33.88,0.0,1,Unknown,Work,Train,0,96050.14,1,0.0,10,10,4,5,21,18,1399,15161
2,1,41.41,0.0,1,Unknown,Work,Train,0,708971.73,1,0.0,7,7,5,6,23,19,5293,15161
2,0,49.05,0.0,1,Unknown,Int,Train,0,1205741.977,0,0.0,9,9,0,0,17,18,14641,2671
3,1,26.76,0.0,1,True,Work,Bus,0,263209.41,1,0.0,10,10,2,5,7,6,3394,1510
3,1,24.73,0.0,1,True,Work,Bus,0,61271.02,0,0.0,9,9,6,0,7,14,14641,3607
2,1,36.84,0.0,1,Unknown,Work,Train,0,998474.313,0,0.0,3,3,5,3,12,23,1063,15161
3,1,51.08,0.0,1,True,Work,Bus,0,14500.43,1,0.0,10,10,6,6,20,15,3394,15161
3,1,34.46,0.0,1,True,Work,Bus,0,47755.6,0,0.0,9,9,2,2,22,9,883,1327
3,1,21.89,0.0,1,True,Work,Bus,0,43434.577,0,0.0,9,9,4,4,23,11,883,15161
3,0,24.73,0.0,1,True,Int,Bus,0,6257.07,0,0.0,9,9,0,0,10,8,14641,3607
4,0,26.74,0.0,1,Unknown,Work,Train,1,270451.267,0,0.0,9,9,0,3,20,17,1759,15161
3,1,38.21,0.0,1,True,Work,Bus,0,270323.76,0,0.0,8,9,1,4,22,19,1759,15161
3,0,21.89,0.0,1,True,Int,Bus,0,345116.177,0,0.0,6,6,0,4,13,13,62,15161
2,0,23.12,0.0,1,Unknown,Int,Train,0,786871.927,0,0.0,9,10,5,0,17,14,14641,6142
2,1,41.41,0.0,1,Unknown,Int,Train,0,250809.65,0,0.0,10,10,0,3,12,14,5293,15161
2,0,31.48,0.0,1,Unknown,Int,Train,0,34064.873,0,0.0,8,8,2,3,7,22,5293,15161
3,1,29.8,0.0,1,True,Int,Bus,0,114758.123,0,0.0,7,7,1,3,7,23,469,15161
3,1,43.58,0.0,1,True,Work,Bus,0,6862.473,0,0.0,8,8,4,4,21,19,440,15161
4,1,41.41,0.0,1,Unknown,Int,Train,1,102527.427,0,0.0,9,9,3,4,17,13,14641,6142
2,0,26.15,0.0,1,Unknown,Int,Train,0,2762015.76,0,0.0,2,3,6,3,17,18,14641,91
3,1,51.08,0.0,1,True,Work,Bus,0,40690.163,1,0.0,10,10,5,5,21,9,3394,15161
4,1,53.91,0.0,1,Unknown,Int,Train,1,2586066.733,0,0.0,2,3,6,1,17,18,4860,6142
3,1,31.11,0.0,1,True,Int,Bus,0,245663.84,0,0.0,8,8,6,2,15,19,14641,52
2,1,22.61,0.0,1,Unknown,Work,Train,0,86369.667,0,0.0,9,9,0,1,19,19,449,15161
4,0,31.11,0.0,1,Unknown,Int,Train,1,843025.69,1,0.0,9,10,2,5,12,18,5293,122
2,0,35.99,0.0,1,Unknown,Work,Train,0,275639.013,0,0.0,10,10,4,0,13,9,24,15161
3,1,40.44,0.0,1,True,Work,Bus,0,97593.637,0,0.0,4,4,1,2,16,12,1072,340
2,1,55.43,0.0,1,Unknown,Work,Train,0,881391.263,0,0.0,10,10,5,1,16,12,14641,1311
2,1,41.41,0.0,1,Unknown,Int,Train,0,43124.587,0,0.0,9,9,3,4,11,23,5293,15161
3,0,39.53,0.0,1,True,Work,Bus,0,265466.2,0,0.0,4,4,5,1,21,19,3394,15161
2,1,60.48,0.0,1,Unknown,Work,Train,0,25416.427,0,0.0,10,10,4,4,21,14,5293,15161
3,1,39.43,0.0,1,True,Work,Bus,0,90183.073,1,0.0,8,8,5,6,13,12,883,3607
4,1,24.04,0.0,1,Unknown,Work,Train,1,231281.737,0,0.0,5,5,6,2,0,8,1759,15161
3,0,38.51,0.0,1,True,Work,Bus,0,102401.073,0,0.0,8,8,0,1,17,13,62,3607
3,1,36.59,0.65,1,True,Int,Bus,0,25162.693,0,0.017764416507242416,7,7,0,0,22,15,14641,1510
2,1,23.12,0.0,1,Unknown,Int,Train,0,445297.96,0,0.0,11,11,2,0,17,13,14641,6142
3,1,38.11,0.0,1,True,Work,Bus,0,169898.953,0,0.0,3,3,6,1,13,14,284,523
4,1,43.27,0.0,1,Unknown,Work,Train,1,595265.413,0,0.0,4,4,5,4,22,0,14641,1237
3,1,33.45,0.0,1,True,Work,Bus,0,20709.997,0,0.0,3,3,4,4,21,15,14641,334
4,0,31.48,0.0,1,Unknown,Int,Train,1,1033859.61,1,0.0,7,7,2,6,23,0,14641,6142
2,1,51.44,0.0,1,Unknown,Work,Train,0,277439.707,1,0.0,9,9,3,6,13,7,1428,15161
3,1,23.72,0.0,1,True,Work,Bus,0,8366.873,0,0.0,8,8,3,3,15,12,14641,33
3,0,21.89,0.0,1,True,Int,Bus,0,72582.047,1,0.0,8,8,4,5,12,16,53,15161
2,0,31.14,0.0,1,Unknown,Int,Train,0,201845.193,0,0.0,2,2,0,2,19,10,14641,1237
3,0,24.73,0.0,1,True,Int,Bus,0,36960.037,1,0.0,6,6,5,6,8,21,14641,3607
3,1,45.0,0.0,1,True,Work,Bus,0,25466.943,0,0.0,9,9,1,1,18,10,4860,523
3,1,29.74,0.0,1,True,Work,Bus,0,7719.07,1,0.0,5,5,6,6,12,9,1063,2671
3,0,26.25,0.0,1,True,Work,Bus,0,38004.637,0,0.0,4,4,4,4,23,12,1072,15161
3,0,40.13,0.0,1,True,Work,Bus,0,84871.587,0,0.0,10,10,6,0,19,19,41,15161
3,1,29.8,0.0,1,True,Work,Bus,0,150818.947,0,0.0,8,8,2,4,9,15,14641,75
2,1,56.13,0.0,1,Unknown,Int,Train,0,1489624.307,0,0.0,5,6,5,2,4,22,14641,846
3,1,24.73,0.0,1,True,Work,Bus,0,240989.597,0,0.0,10,10,6,2,16,21,14641,3607
2,1,55.79,0.0,1,Unknown,Work,Train,0,436244.437,1,0.0,11,11,1,6,15,14,102,6142
5,1,45.0,0.0,1,True,Work,Bus,1,68503.527,0,0.0,7,7,1,2,18,23,4860,523
2,1,56.97,0.0,1,Unknown,Work,Train,0,430291.027,0,0.0,8,8,2,0,21,21,5293,15161
2,1,39.43,0.0,1,Unknown,Work,Train,0,196326.19,1,0.0,5,5,3,5,18,12,1759,998
2,1,41.41,0.0,1,Unknown,Int,Train,0,2486490.883,1,0.0,8,9,5,6,17,22,14641,6142
3,0,24.73,0.0,1,True,Work,Bus,0,8299.397,0,0.0,9,9,0,0,19,16,4860,15161
2,1,41.07,0.0,1,Unknown,Int,Train,0,378328.04,0,0.0,9,9,5,3,1,16,14641,239
5,0,20.96,1.83,1,False,Int,Plane,0,541633.21,1,0.08730916030534351,8,8,0,6,10,3,145,6142
3,1,34.46,0.0,1,True,Work,Bus,0,86240.18,0,0.0,8,8,1,2,23,23,62,15161
2,0,41.52,0.0,1,Unknown,Int,Train,0,148189.873,1,0.0,3,3,3,5,15,21,14641,6142
2,1,41.41,0.0,1,Unknown,Int,Train,0,1176696.93,1,0.0,8,9,5,5,12,21,5293,15161
5,1,59.22,0.0,1,True,Work,Bus,1,402287.85,1,0.0,9,9,0,5,11,19,101,15161
2,1,23.48,0.0,1,Unknown,Work,Train,0,199656.857,0,0.0,7,7,6,1,20,13,1759,15161
2,1,61.69,0.0,1,Unknown,Work,Train,0,78581.917,0,0.0,10,10,6,0,14,17,233,15161
3,1,44.94,0.0,1,True,Work,Bus,0,321669.257,0,0.0,3,3,6,3,13,20,883,2671
2,1,25.89,0.0,1,Unknown,Int,Train,0,491433.053,1,0.0,6,6,0,6,12,20,1063,15161
2,1,26.74,0.0,1,Unknown,Work,Train,0,521212.343,0,0.0,10,10,5,4,20,20,1759,15161
3,1,21.89,0.0,1,True,Work,Bus,0,225656.877,1,0.0,10,10,2,5,9,19,883,15161
3,0,49.05,0.0,1,True,Work,Bus,0,376647.67,1,0.0,8,8,1,5,19,10,4860,1327
3,0,37.7,0.0,1,True,Work,Bus,0,66742.317,0,0.0,7,7,0,1,16,21,4860,201
3,1,51.08,0.0,1,True,Work,Bus,0,24274.8,0,0.0,5,5,0,0,22,15,14641,1237
3,1,26.35,0.0,1,True,Int,Bus,0,133324.887,0,0.0,3,3,1,3,12,23,14641,1327
3,1,23.31,0.0,1,True,Work,Bus,0,20360.837,0,0.0,5,5,0,1,1,19,141,15161
3,1,26.35,0.0,1,True,Work,Bus,0,189055.993,1,0.0,7,7,3,5,23,18,3394,523
2,0,27.62,0.0,1,Unknown,Int,Train,0,2471837.823,0,0.0,5,6,3,4,11,20,5293,91
3,1,34.26,0.0,1,True,Work,Bus,0,2809.473,1,0.0,5,5,6,6,23,22,14641,1327
3,1,24.73,0.0,1,True,Work,Bus,0,9333.563,0,0.0,10,10,4,4,22,19,320,15161
2,1,22.61,0.0,1,Unknown,Work,Train,0,124028.56,0,0.0,9,9,3,4,21,11,14641,442
2,0,28.72,0.0,1,Unknown,Int,Train,0,676615.653,0,0.0,5,5,6,0,13,17,14641,6142
2,1,28.67,0.0,1,Unknown,Int,Train,0,2410293.877,1,0.0,3,4,6,6,12,15,5293,15161
2,0,63.34,0.0,1,Unknown,Int,Train,0,1452455.82,0,0.0,9,9,5,1,17,22,1021,6142
5,1,28.38,0.0,1,True,Int,Bus,1,57798.897,1,0.0,10,10,4,5,7,14,149,15161
2,0,43.82,0.0,1,Unknown,Int,Train,0,2590334.857,1,0.0,5,6,3,5,14,14,312,6142
3,1,41.15,0.0,1,True,Work,Bus,0,117163.087,0,0.0,7,7,6,0,21,12,4860,17
4,1,38.87,0.0,1,Unknown,Work,Train,1,889318.32,0,0.0,9,10,4,1,5,22,101,6142
3,1,26.35,0.0,1,True,Work,Bus,0,27406.38,0,0.0,9,9,2,2,18,10,145,571
2,0,44.95,0.0,1,Unknown,Int,Train,0,865560.127,0,0.0,6,6,4,0,20,20,14641,1327
3,1,50.68,0.0,1,True,Int,Bus,0,81205.477,0,0.0,2,2,6,0,11,12,1063,15161
3,1,22.3,0.0,1,True,Work,Bus,0,72518.413,0,0.0,7,7,1,2,14,18,102,3607
3,0,24.73,2.0,1,True,Work,Bus,0,24251.93,1,0.08087343307723413,7,7,6,6,19,12,320,15161
3,1,24.73,0.0,1,True,Work,Bus,0,7389.27,1,0.0,7,7,5,5,23,21,14641,3607
2,1,24.04,0.0,1,Unknown,Work,Train,0,2424725.027,1,0.0,5,6,5,5,23,22,1759,15161
3,1,55.74,0.0,1,True,Int,Bus,0,81671.18,0,0.0,9,9,2,2,23,0,14641,165
3,0,29.8,0.0,1,False,Work,Bus,0,139986.55,0,0.0,9,9,1,2,15,0,85,15161
3,1,34.26,0.0,1,True,Work,Bus,0,21862.807,1,0.0,7,7,5,5,23,17,14641,148
3,1,24.73,0.0,1,True,Work,Bus,0,120161.877,0,0.0,8,8,3,4,12,2,14641,3607
2,1,23.12,0.0,1,Unknown,Int,Train,0,250809.65,0,0.0,10,10,0,3,12,14,5293,15161
2,1,44.65,0.0,1,Unknown,Int,Train,0,240820.583,1,0.0,8,8,2,5,15,20,14641,6142
3,0,24.73,0.0,1,True,Int,Bus,0,54492.683,1,0.0,7,7,5,6,14,23,58,15161
2,0,32.89,0.0,1,Unknown,Work,Train,0,833668.063,0,0.0,10,10,6,2,1,10,14641,3607
2,1,24.04,0.0,1,Unknown,Work,Train,0,225927.86,1,0.0,6,6,2,5,0,9,1759,15161
2,1,41.36,0.0,1,Unknown,Int,Train,0,1026483.233,0,0.0,9,10,3,1,13,16,14641,6142
3,0,38.21,0.0,1,True,Work,Bus,0,97100.773,0,0.0,9,9,3,4,13,10,1759,15161
4,1,57.87,0.0,1,Unknown,Int,Train,1,2070438.057,1,0.0,6,7,2,5,16,17,1021,6142
3,1,21.89,0.0,1,True,Work,Bus,0,52348.537,0,0.0,6,6,3,4,14,23,14641,846
2,1,60.48,0.0,1,Unknown,Int,Train,0,180777.997,0,0.0,10,10,1,3,21,18,14641,6142
2,1,41.41,0.0,1,Unknown,Int,Train,0,254232.163,0,0.0,9,9,6,2,21,22,14641,6142
3,0,24.73,0.0,1,True,Int,Bus,0,183343.16,0,0.0,6,6,5,0,19,16,14641,3607
3,1,40.54,1.15,1,True,Work,Bus,0,204174.29,1,0.02836704489393192,8,8,4,6,21,12,284,2671
3,1,44.59,0.0,1,True,Work,Bus,0,80268.417,1,0.0,4,4,4,5,11,12,3394,194
5,1,24.73,0.0,1,True,Work,Bus,1,94617.043,0,0.0,10,10,1,2,23,21,14641,3607
3,1,52.6,0.0,1,True,Work,Bus,0,224155.903,0,0.0,8,8,2,4,21,6,1428,629
2,1,36.64,0.0,1,Unknown,Int,Train,0,604995.363,0,0.0,8,8,1,1,15,15,14641,1311
3,1,26.35,0.0,1,True,Work,Bus,0,614931.79,0,0.0,8,9,4,4,11,8,275,2671
3,1,26.35,0.0,1,True,Work,Bus,0,125532.32,1,0.0,9,9,4,5,22,11,101,998
2,1,41.41,0.0,1,Unknown,Int,Train,0,1176696.93,1,0.0,8,9,5,5,12,21,5293,15161
4,1,29.73,0.0,1,Unknown,Work,Train,1,529416.187,0,0.0,2,2,5,4,15,11,1399,15161
2,1,23.48,0.0,1,Unknown,Work,Train,0,729615.327,0,0.0,9,10,6,0,21,11,14641,1510
3,1,50.07,0.0,1,True,Int,Bus,0,54158.583,0,0.0,2,2,0,1,12,21,1399,1311
2,1,28.05,0.0,1,Unknown,Int,Train,0,2308113.57,1,0.0,5,6,0,6,16,23,14641,6142
3,1,27.36,0.0,1,True,Int,Bus,0,42815.887,1,0.0,10,10,4,5,8,20,71,15161
3,1,23.92,0.0,1,True,Work,Bus,0,6908.633,0,0.0,4,4,2,2,10,8,1063,1237
3,1,25.74,0.0,1,True,Work,Bus,0,27202.55,0,0.0,10,10,4,4,22,14,4860,122
5,0,26.35,0.0,1,True,Work,Bus,1,559227.05,0,0.0,4,5,4,4,7,20,3394,1510
2,0,23.48,0.0,1,Unknown,Int,Train,0,357852.997,1,0.0,5,6,1,5,20,17,1759,15161
2,0,56.73,0.0,1,Unknown,Int,Train,0,1797124.307,1,0.0,5,6,5,5,17,22,883,15161
3,1,31.62,0.0,1,True,Work,Bus,0,116094.697,1,0.0,6,6,4,5,22,14,145,571
3,1,36.49,0.0,1,True,Work,Bus,0,4990.93,1,0.0,10,10,5,5,18,17,14641,1510
3,1,38.92,0.0,1,True,Work,Bus,0,560758.317,1,0.0,10,10,6,5,22,10,14641,189
3,1,34.66,0.0,1,True,Work,Bus,0,177604.063,1,0.0,3,3,4,6,20,18,168,15161
2,1,31.48,0.0,1,Unknown,Int,Train,0,392046.293,0,0.0,7,7,3,0,23,11,14641,6142
3,1,36.69,0.0,1,True,Work,Bus,0,9992.973,0,0.0,5,5,1,1,23,20,14641,1510
3,1,28.18,0.0,1,True,Work,Bus,0,38885.28,1,0.0,2,2,5,5,23,12,14641,1510
3,1,26.25,0.0,1,True,Work,Bus,0,31290.703,0,0.0,2,2,1,1,23,15,1072,15161
5,0,24.73,0.0,1,True,Int,Bus,1,481202.6,0,0.0,4,5,1,0,10,20,14641,3607
4,0,23.29,0.0,1,Unknown,Int,Train,1,491505.23,1,0.0,9,9,0,6,7,15,5293,122
2,0,36.51,0.0,1,Unknown,Int,Train,0,1208593.12,0,0.0,7,8,3,3,20,20,1399,15161
3,0,24.73,0.0,1,True,Work,Bus,0,37441.88,0,0.0,8,8,3,4,6,19,4860,15161
2,0,46.46,0.0,1,Unknown,Work,Train,0,74085.083,0,0.0,5,5,2,3,14,17,312,6142
2,1,25.44,0.0,1,Unknown,Int,Train,0,144566.297,0,0.0,6,6,1,3,4,11,14641,846
2,1,44.63,0.51,1,Unknown,Int,Train,0,1373731.943,1,0.011427291059825229,2,3,3,5,10,13,5293,530
3,1,32.63,0.0,1,True,Work,Bus,0,129546.227,0,0.0,7,7,0,1,23,11,449,846
2,0,31.48,0.0,1,Unknown,Int,Train,0,367210.687,0,0.0,8,8,0,4,14,8,5293,15161
3,0,37.5,0.0,1,True,Work,Bus,0,213540.847,0,0.0,10,10,2,4,22,10,21,15161
5,1,27.36,0.0,1,True,Int,Bus,1,21173.987,0,0.0,8,8,1,1,17,11,14641,30
4,1,56.97,0.0,1,Unknown,Work,Train,1,2351388.227,1,0.0,7,8,6,5,21,15,14641,6142
2,1,27.32,0.0,1,Unknown,Int,Train,0,1503470.163,0,0.0,2,3,6,2,22,13,320,6142
3,1,24.73,0.0,1,True,Int,Bus,0,9996.88,0,0.0,8,8,0,0,19,16,14641,521
3,1,24.73,0.0,1,True,Work,Bus,0,133954.15,0,0.0,7,8,5,0,1,11,4860,15161
3,1,51.08,0.0,1,True,Work,Bus,0,145712.737,0,0.0,10,10,2,4,10,17,3394,15161
